record_id,report_id,object_type,object_id,object_name,enterprise_id,mine_id,year,report_type_code,report_type_name,status,due_date,submitted_at,is_overdue,files,uploaded_by,remark,updated_at
rec_line_011_annual_development_utilization_report_2026,report_line_011_annual_development_utilization_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2026,annual_development_utilization_report,年度开发利用报告,late_submitted,2026-05-31,2026-06-17T10:00:00+08:00,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_011/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_national_condition_survey_report_2024,report_line_011_national_condition_survey_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2024,national_condition_survey_report,国情调查报告,late_submitted,2024-12-31,2025-01-18T10:00:00+08:00,True,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_011/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_national_condition_survey_report_2025,report_line_011_national_condition_survey_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2025,national_condition_survey_report,国情调查报告,overdue,2025-12-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_011_national_condition_survey_report_2026,report_line_011_national_condition_survey_report,production_line,line_011,氯化钾试生产线,ent_003,mine_005,2026,national_condition_survey_report,国情调查报告,submitted,2026-12-31,2026-12-06T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2026年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_011/2026/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_brine_monitoring_annual_report_2024,report_line_012_brine_monitoring_annual_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2024,brine_monitoring_annual_report,卤水监测年报,submitted,2024-04-30,2024-04-04T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_012/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_brine_monitoring_annual_report_2025,report_line_012_brine_monitoring_annual_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2025,brine_monitoring_annual_report,卤水监测年报,submitted,2025-04-30,2025-04-04T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_012/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_brine_monitoring_annual_report_2026,report_line_012_brine_monitoring_annual_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2026,brine_monitoring_annual_report,卤水监测年报,submitted,2026-04-30,2026-04-04T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_012/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_annual_development_utilization_report_2024,report_line_012_annual_development_utilization_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2024,annual_development_utilization_report,年度开发利用报告,overdue,2024-05-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_annual_development_utilization_report_2025,report_line_012_annual_development_utilization_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2025,annual_development_utilization_report,年度开发利用报告,submitted,2025-05-31,2025-05-24T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2025年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_012/2025/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_annual_development_utilization_report_2026,report_line_012_annual_development_utilization_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2026,annual_development_utilization_report,年度开发利用报告,overdue,2026-05-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_national_condition_survey_report_2024,report_line_012_national_condition_survey_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2024,national_condition_survey_report,国情调查报告,submitted,2024-12-31,2024-12-23T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_012/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_national_condition_survey_report_2025,report_line_012_national_condition_survey_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2025,national_condition_survey_report,国情调查报告,late_submitted,2025-12-31,2026-01-21T10:00:00+08:00,True,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_012/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_012_national_condition_survey_report_2026,report_line_012_national_condition_survey_report,production_line,line_012,硼砂生产线,ent_003,mine_006,2026,national_condition_survey_report,国情调查报告,submitted,2026-12-31,2026-12-23T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2026年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_012/2026/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_brine_monitoring_annual_report_2024,report_line_013_brine_monitoring_annual_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2024,brine_monitoring_annual_report,卤水监测年报,submitted,2024-04-30,2024-04-21T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2024年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_013/2024/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_brine_monitoring_annual_report_2025,report_line_013_brine_monitoring_annual_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2025,brine_monitoring_annual_report,卤水监测年报,submitted,2025-04-30,2025-04-21T10:00:00+08:00,False,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2025年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_013/2025/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_brine_monitoring_annual_report_2026,report_line_013_brine_monitoring_annual_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2026,brine_monitoring_annual_report,卤水监测年报,late_submitted,2026-04-30,2026-05-22T10:00:00+08:00,True,"[{""material_code"": ""brine_monitoring_annual_report_01"", ""file_name"": ""2026年度卤水监测年报.pdf"", ""file_url"": ""/mock-files/line_013/2026/brine_monitoring_annual_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_annual_development_utilization_report_2024,report_line_013_annual_development_utilization_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2024,annual_development_utilization_report,年度开发利用报告,late_submitted,2024-05-31,2024-06-23T10:00:00+08:00,True,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2024年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_013/2024/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_annual_development_utilization_report_2025,report_line_013_annual_development_utilization_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2025,annual_development_utilization_report,年度开发利用报告,overdue,2025-05-31,,True,[],,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_annual_development_utilization_report_2026,report_line_013_annual_development_utilization_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2026,annual_development_utilization_report,年度开发利用报告,submitted,2026-05-31,2026-05-21T10:00:00+08:00,False,"[{""material_code"": ""annual_development_utilization_report_01"", ""file_name"": ""2026年度年度开发利用报告.pdf"", ""file_url"": ""/mock-files/line_013/2026/annual_development_utilization_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_national_condition_survey_report_2024,report_line_013_national_condition_survey_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2024,national_condition_survey_report,国情调查报告,submitted,2024-12-31,2024-12-20T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2024年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_013/2024/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_national_condition_survey_report_2025,report_line_013_national_condition_survey_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2025,national_condition_survey_report,国情调查报告,submitted,2025-12-31,2025-12-20T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2025年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_013/2025/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
rec_line_013_national_condition_survey_report_2026,report_line_013_national_condition_survey_report,production_line,line_013,氯化钠综合利用生产线,ent_003,mine_006,2026,national_condition_survey_report,国情调查报告,submitted,2026-12-31,2026-12-20T10:00:00+08:00,False,"[{""material_code"": ""national_condition_survey_report_01"", ""file_name"": ""2026年度国情调查报告.pdf"", ""file_url"": ""/mock-files/line_013/2026/national_condition_survey_report.pdf""}]",测试用户,虚拟测试数据；截止日期仅用于AI产品联调，不代表真实监管要求,2026-09-25T00:00:00+08:00
